epoch,steps,cos_sim-Accuracy@1,cos_sim-Accuracy@3,cos_sim-Accuracy@5,cos_sim-Accuracy@10,cos_sim-Precision@1,cos_sim-Recall@1,cos_sim-Precision@3,cos_sim-Recall@3,cos_sim-Precision@5,cos_sim-Recall@5,cos_sim-Precision@10,cos_sim-Recall@10,cos_sim-MRR@10,cos_sim-NDCG@10,cos_sim-MAP@100,dot_score-Accuracy@1,dot_score-Accuracy@3,dot_score-Accuracy@5,dot_score-Accuracy@10,dot_score-Precision@1,dot_score-Recall@1,dot_score-Precision@3,dot_score-Recall@3,dot_score-Precision@5,dot_score-Recall@5,dot_score-Precision@10,dot_score-Recall@10,dot_score-MRR@10,dot_score-NDCG@10,dot_score-MAP@100
-1,-1,0.6470588235294118,0.8823529411764706,0.9705882352941176,1.0,0.6470588235294118,0.6470588235294118,0.29411764705882354,0.8823529411764706,0.19411764705882353,0.9705882352941176,0.1,1.0,0.7727941176470587,0.8286616416819264,0.7727941176470587,0.6470588235294118,0.8823529411764706,0.9705882352941176,1.0,0.6470588235294118,0.6470588235294118,0.29411764705882354,0.8823529411764706,0.19411764705882353,0.9705882352941176,0.1,1.0,0.7727941176470587,0.8286616416819264,0.7727941176470587
-1,-1,0.5882352941176471,0.8529411764705882,0.9117647058823529,1.0,0.5882352941176471,0.5882352941176471,0.28431372549019607,0.8529411764705882,0.1823529411764706,0.9117647058823529,0.1,1.0,0.7340686274509804,0.7992591437816854,0.7340686274509803,0.5882352941176471,0.8529411764705882,0.9117647058823529,1.0,0.5882352941176471,0.5882352941176471,0.28431372549019607,0.8529411764705882,0.1823529411764706,0.9117647058823529,0.1,1.0,0.7340686274509804,0.7992591437816854,0.7340686274509803
